10:57:43.956 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
10:58:12.732 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.modules.umbra@1.0.0\package.ModuleCompilationTrigger.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.732 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "FlushChanges::OnProviderChanged"  time=0ms
10:58:12.733 |V| UnityExternalFilesModuleProcessor| :1                 | Flushing 2 PSI source file changes
10:58:12.733 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "FlushChanges::OnProviderChanged" 
10:58:12.733 |V| PsiCaches                     | :1                 | <PsiCaches.FileChanges> 2
10:58:12.733 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.modules.unityanalytics@1.0.0\package.json.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.733 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.modules.unityanalytics@1.0.0\package.ModuleCompilationTrigger.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.733 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "FlushChanges::OnProviderChanged"  time=0ms
10:58:12.733 |V| UnityExternalFilesModuleProcessor| :1                 | Flushing 2 PSI source file changes
10:58:12.733 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "FlushChanges::OnProviderChanged" 
10:58:12.733 |V| PsiCaches                     | :1                 | <PsiCaches.FileChanges> 2
10:58:12.733 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.modules.unitywebrequest@1.0.0\package.json.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.733 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.modules.unitywebrequest@1.0.0\package.ModuleCompilationTrigger.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.734 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "FlushChanges::OnProviderChanged"  time=0ms
10:58:12.734 |V| UnityExternalFilesModuleProcessor| :1                 | Flushing 2 PSI source file changes
10:58:12.734 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "FlushChanges::OnProviderChanged" 
10:58:12.734 |V| PsiCaches                     | :1                 | <PsiCaches.FileChanges> 2
10:58:12.734 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.modules.unitywebrequestassetbundle@1.0.0\package.json.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.734 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.modules.unitywebrequestassetbundle@1.0.0\package.ModuleCompilationTrigger.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.734 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "FlushChanges::OnProviderChanged"  time=0ms
10:58:12.734 |V| UnityExternalFilesModuleProcessor| :1                 | Flushing 2 PSI source file changes
10:58:12.734 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "FlushChanges::OnProviderChanged" 
10:58:12.735 |V| PsiCaches                     | :1                 | <PsiCaches.FileChanges> 2
10:58:12.735 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.modules.unitywebrequestaudio@1.0.0\package.json.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.735 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.modules.unitywebrequestaudio@1.0.0\package.ModuleCompilationTrigger.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.735 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "FlushChanges::OnProviderChanged"  time=0ms
10:58:12.735 |V| UnityExternalFilesModuleProcessor| :1                 | Flushing 2 PSI source file changes
10:58:12.735 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "FlushChanges::OnProviderChanged" 
10:58:12.735 |V| PsiCaches                     | :1                 | <PsiCaches.FileChanges> 2
10:58:12.735 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.modules.unitywebrequesttexture@1.0.0\package.json.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.735 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.modules.unitywebrequesttexture@1.0.0\package.ModuleCompilationTrigger.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.735 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "FlushChanges::OnProviderChanged"  time=0ms
10:58:12.735 |V| UnityExternalFilesModuleProcessor| :1                 | Flushing 2 PSI source file changes
10:58:12.735 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "FlushChanges::OnProviderChanged" 
10:58:12.735 |V| PsiCaches                     | :1                 | <PsiCaches.FileChanges> 2
10:58:12.735 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.modules.unitywebrequestwww@1.0.0\package.json.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.735 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.modules.unitywebrequestwww@1.0.0\package.ModuleCompilationTrigger.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.735 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "FlushChanges::OnProviderChanged"  time=0ms
10:58:12.736 |V| UnityExternalFilesModuleProcessor| :1                 | Flushing 3 PSI source file changes
10:58:12.736 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "FlushChanges::OnProviderChanged" 
10:58:12.736 |V| PsiCaches                     | :1                 | <PsiCaches.FileChanges> 3
10:58:12.736 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.modules.vehicles@1.0.0\.icon.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.736 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.modules.vehicles@1.0.0\package.json.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.736 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.modules.vehicles@1.0.0\package.ModuleCompilationTrigger.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.736 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "FlushChanges::OnProviderChanged"  time=0ms
10:58:12.736 |V| UnityExternalFilesModuleProcessor| :1                 | Flushing 2 PSI source file changes
10:58:12.736 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "FlushChanges::OnProviderChanged" 
10:58:12.736 |V| PsiCaches                     | :1                 | <PsiCaches.FileChanges> 2
10:58:12.736 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.modules.video@1.0.0\package.json.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.736 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.modules.video@1.0.0\package.ModuleCompilationTrigger.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.737 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "FlushChanges::OnProviderChanged"  time=0ms
10:58:12.737 |V| UnityExternalFilesModuleProcessor| :1                 | Flushing 2 PSI source file changes
10:58:12.737 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "FlushChanges::OnProviderChanged" 
10:58:12.737 |V| PsiCaches                     | :1                 | <PsiCaches.FileChanges> 2
10:58:12.737 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.modules.vr@1.0.0\package.json.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.737 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.modules.vr@1.0.0\package.ModuleCompilationTrigger.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.737 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "FlushChanges::OnProviderChanged"  time=0ms
10:58:12.737 |V| UnityExternalFilesModuleProcessor| :1                 | Flushing 3 PSI source file changes
10:58:12.737 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "FlushChanges::OnProviderChanged" 
10:58:12.738 |V| PsiCaches                     | :1                 | <PsiCaches.FileChanges> 3
10:58:12.738 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.modules.wind@1.0.0\.icon.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.738 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.modules.wind@1.0.0\package.json.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.738 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.modules.wind@1.0.0\package.ModuleCompilationTrigger.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.738 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "FlushChanges::OnProviderChanged"  time=0ms
10:58:12.738 |V| UnityExternalFilesModuleProcessor| :1                 | Flushing 2 PSI source file changes
10:58:12.738 |V| UnityExternalFilesModuleProcessor| :1                 | <Start> "FlushChanges::OnProviderChanged" 
10:58:12.738 |V| PsiCaches                     | :1                 | <PsiCaches.FileChanges> 2
10:58:12.738 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.modules.xr@1.0.0\package.json.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.738 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.modules.xr@1.0.0\package.ModuleCompilationTrigger.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
10:58:12.738 |V| UnityExternalFilesModuleProcessor| :1                 | <Finish> "FlushChanges::OnProviderChanged"  time=0ms
10:58:12.739 |V| ExternalChangeProcessor       | :1                 | OnActivityFinished 0
10:58:12.739 |V| ExternalChangeProcessor       | :1                 | SpawnProcessExternalChangeActivity async at status FINISHED
10:58:12.739 |V| ExternalChangeProcessor       | :1                 | SpawnProcessExternalChangeActivity finished with not-null action
10:58:12.740 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
10:58:12.740 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
10:58:12.740 |V| PencilsStore                  | :1                 | Current severity is ERROR
10:58:12.741 |V| DaemonImpl                    | :1                 | Invalidating due to changes in pencil widgets
10:58:12.741 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
10:58:12.741 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
10:58:12.741 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
10:58:12.741 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
10:58:12.742 |V| DaemonImpl                    | :1                 | Invalidating due to changes in pencil widgets
10:58:12.742 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
10:58:12.742 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
10:58:12.742 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
10:58:12.742 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
10:58:12.742 |V| DaemonImpl                    | :1                 | Invalidating due to changes in pencil widgets
10:58:12.742 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
10:58:12.742 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
10:58:12.742 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
10:58:12.742 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
10:58:12.742 |V| ExternalChangeProcessor       | :1                 | Activity start
10:58:12.742 |V| ExternalChangeProcessor       | :1                 | SpawnProcessExternalChangeActivity async at status RUNNING
10:58:12.742 |V| ExternalChangeProcessor       | :1                 | SpawnProcessExternalChangeActivity finished with not-null action
10:58:12.782 |V| ExternalChangeProcessor       | :1                 | OnActivityInterrupted
10:58:12.782 |V| ExternalChangeProcessor       | :1                 | SpawnProcessExternalChangeActivity async at status FINISHED
10:58:12.782 |V| ExternalChangeProcessor       | :1                 | SpawnProcessExternalChangeActivity finished with not-null action
10:58:12.782 |V| ExternalChangeProcessor       | :1                 | Activity start
10:58:12.842 |V| AsyncCommitServiceImpl        | :1                 | OnAlarm: trying to execute
10:58:12.842 |V| AsyncCommitServiceImpl        | :1                 | Commit for (1pc)[JetBrains.ReSharper.Daemon.Impl.DaemonImpl]
10:58:12.898 |V| AsyncCommitServiceImpl        | JetPool(S) #4:7    | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::BlazorEventHandlersCache, no delay
10:58:12.913 |V| IShellLocks                   | :1                 | Queuing ProcessExternalChangeActivity on readers lifetime termination
10:58:12.929 |V| ExternalChangeProcessor       | :1                 | OnActivityFinished 0
10:58:13.011 |V| AsyncCommitServiceImpl        | :1                 | OnAlarm: trying to execute
10:58:13.011 |V| AsyncCommitServiceImpl        | :1                 | Commit for (1pc)[JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::BlazorEventHandlersCache]
10:58:13.012 |V| AsyncCommitServiceImpl        | :1                 | Execute after commit actions
10:58:13.024 |V| CacheJobService2              | CacheJobService:45 | All files to update: 11211, total files: 12475, total modules: 71
10:58:13.111 |V| AsyncCommitServiceImpl        | JetPool(S) #6:42   | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::BlazorEventHandlersCache, no delay
10:58:13.111 |V| PreProcessingDirectiveCache   | :1                 | Invalidating PreProcessingDirectiveCache. Reason: AsmDefCache updated
10:58:13.111 |V| IShellLocks                   | :1                 | Queuing WriteActionScheduler::Schedule::Action::NamespaceFolderProvider on readers lifetime termination
10:58:13.304 |V| AsyncCommitServiceImpl        | :1                 | OnAlarm: trying to execute
10:58:13.304 |V| AsyncCommitServiceImpl        | :1                 | Commit for (1pc)[JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::BlazorEventHandlersCache]
10:58:13.304 |V| AsyncCommitServiceImpl        | :1                 | Execute after commit actions
10:58:13.366 |V| AsyncCommitServiceImpl        | JetPool(S) #2:14   | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::BlazorEventHandlersCache, no delay
10:58:13.476 |V| AsyncCommitServiceImpl        | :1                 | OnAlarm: trying to execute
10:58:13.476 |V| AsyncCommitServiceImpl        | :1                 | Commit for (1pc)[JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::BlazorEventHandlersCache]
10:58:13.476 |V| AsyncCommitServiceImpl        | :1                 | Execute after commit actions
10:58:13.477 |V| AsyncCommitServiceImpl        | JetPool(S) #4:7    | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::BlazorEventHandlersCache, no delay
10:58:13.582 |V| AsyncCommitServiceImpl        | :1                 | OnAlarm: trying to execute
10:58:13.582 |V| AsyncCommitServiceImpl        | :1                 | Commit for (1pc)[JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::BlazorEventHandlersCache]
10:58:13.582 |V| AsyncCommitServiceImpl        | :1                 | Execute after commit actions
10:58:13.601 |V| IShellLocks                   | :1                 | Queuing WriteActionScheduler::Schedule::Action::NamespaceFolderProvider on readers lifetime termination
10:58:13.862 |V| AsyncCommitServiceImpl        | JetPool(S) #1:13   | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::BlazorEventHandlersCache, no delay
10:58:13.974 |V| AsyncCommitServiceImpl        | :1                 | OnAlarm: trying to execute
10:58:13.974 |V| AsyncCommitServiceImpl        | :1                 | Commit for (1pc)[JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::BlazorEventHandlersCache]
10:58:13.974 |V| AsyncCommitServiceImpl        | :1                 | Execute after commit actions
10:58:14.048 |V| AsyncCommitServiceImpl        | JetPool(S) #2:14   | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::BlazorEventHandlersCache, no delay
10:58:14.155 |V| AsyncCommitServiceImpl        | :1                 | OnAlarm: trying to execute
10:58:14.155 |V| AsyncCommitServiceImpl        | :1                 | Commit for (1pc)[JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::BlazorEventHandlersCache]
10:58:14.155 |V| AsyncCommitServiceImpl        | :1                 | Execute after commit actions
10:58:14.156 |V| IShellLocks                   | :1                 | Queuing WriteActionScheduler::Schedule::Action::NamespaceFolderProvider on readers lifetime termination
10:58:14.263 |V| AsyncCommitServiceImpl        | JetPool(S) #3:15   | RequestCommit for JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::BlazorEventHandlersCache, no delay
10:58:14.271 |V| RiderFileSystemChangeTracker  | FileSystemTrackerCommit:16 | No solution or project changes detected
10:58:14.286 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:16 | SpawnProcessExternalChangeActivity async at status FINISHED
10:58:14.286 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:16 | SpawnProcessExternalChangeActivity finished with not-null action
10:58:14.286 |V| ExternalChangeProcessor       | :1                 | Activity start
10:58:14.368 |V| AsyncCommitServiceImpl        | :1                 | OnAlarm: trying to execute
10:58:14.368 |V| AsyncCommitServiceImpl        | :1                 | Commit for (1pc)[JetBrains.ReSharper.Psi.RetryingAsyncCommitClient::BlazorEventHandlersCache]
10:58:14.368 |V| AsyncCommitServiceImpl        | :1                 | Execute after commit actions
10:58:15.062 |V| IShellLocks                   | :1                 | Queuing ProcessExternalChangeActivity on readers lifetime termination
10:58:15.077 |V| ConfigFileService             | :1                 | [SettingsStorage(EditorConfig:C:\Users\Jester42\Desktop\VR_AgroBot\Library\PackageCache\com.unity.ide.rider@3.0.27\.editorconfig:*)/Core] Save completed OK.
10:58:15.130 |V| ExternalChangeProcessor       | :1                 | OnActivityFinished 0
10:58:15.130 |V| CacheJobService2              | CacheJobService:45 | <Measured> "Job.UpdateAllProjectFiles"  time=2534ms
10:58:15.188 |V| SettingsLogging               | JetPool(S) #1:13   | SettingsChangeDispatch: now dispatching 231 unique requests.
10:58:15.189 |V| DaemonImpl                    | JetPool(S) #1:13   | Changed settings (12pcs)[SettingsKey(CodeFormatting), SettingsKey(CodeStyle), SettingsKey(CommonFormatter), SettingsKey(CSharpFormat), SettingsKey(Environment), SettingsKey(GeneratedFilesCacheKey), SettingsKey(Hierarchy), SettingsKey(HtmlFormatter), SettingsKey(ResxFormatter), SettingsKey(VBFormat), SettingsKey(XmlDocFormatter), SettingsKey(XmlFormatter)]
10:58:15.192 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
10:58:15.192 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
10:58:15.192 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
10:58:15.192 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
10:58:15.192 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
10:58:15.192 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
10:58:15.192 |V| AsyncCommitServiceImpl        | :1                 | DropRequest for JetBrains.ReSharper.Daemon.Impl.DaemonImpl
10:58:15.192 |V| AsyncCommitServiceImpl        | :1                 | RequestCommit for JetBrains.ReSharper.Daemon.Impl.DaemonImpl, no delay
10:58:15.297 |V| AsyncCommitServiceImpl        | :1                 | OnAlarm: trying to execute
10:58:15.297 |V| AsyncCommitServiceImpl        | :1                 | Commit for (1pc)[JetBrains.ReSharper.Daemon.Impl.DaemonImpl]
10:58:15.316 |V| SettingsLogging               | :38                | SettingsChangeDispatch: done dispatching 231 unique requests in 127 ms.
10:58:15.316 |V| SettingsLogging               | :38                | SettingsChangeDispatch: now dispatching 0 unique requests.
10:58:15.316 |V| SettingsLogging               | :38                | SettingsChangeDispatch: done dispatching 0 unique requests in 0 ms.
10:58:16.218 |V| SettingsLogging               | JetPool(S) #4:7    | [SettingsStorage(“This computer”)/Core] Save completed OK.
10:58:16.374 |V| RiderFileSystemChangeTracker  | FileSystemTrackerCommit:16 | No solution or project changes detected
10:58:16.374 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:16 | SpawnProcessExternalChangeActivity async at status FINISHED
10:58:16.374 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:16 | SpawnProcessExternalChangeActivity finished with not-null action
10:58:16.374 |V| ExternalChangeProcessor       | :1                 | Activity start
10:58:16.413 |V| ExternalChangeProcessor       | :1                 | OnActivityInterrupted
10:58:16.413 |V| ExternalChangeProcessor       | :1                 | SpawnProcessExternalChangeActivity async at status FINISHED
10:58:16.413 |V| ExternalChangeProcessor       | :1                 | SpawnProcessExternalChangeActivity finished with not-null action
10:58:16.413 |V| ExternalChangeProcessor       | :1                 | Activity start
10:58:16.748 |V| IShellLocks                   | :1                 | Queuing ProcessExternalChangeActivity on readers lifetime termination
10:58:16.788 |V| ExternalChangeProcessor       | :1                 | OnActivityFinished 0
10:58:17.557 |V| PreProcessingDirectiveCache   | :1                 | Invalidating PreProcessingDirectiveCache. Reason: AsmDefCache updated
10:58:17.802 |V| ComponentStorage              | JetPool(S) #1:13   | Factory(XamlInlayHintsOptionsMigration) created
10:58:17.807 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.Factory(XamlInlayHintsOptionsMigration)" time=0ms. Total: 1.004ms
10:58:17.807 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[Factory(XamlInlayHintsOptionsMigration)]"  value=0ms
10:58:17.807 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: Factory(XamlInlayHintsOptionsMigration)"  time=2ms
10:58:17.832 |V| ComponentStorage              | JetPool(S) #1:13   | Factory(VBParameterNameHintsOptionsMigration) created
10:58:17.832 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.Factory(VBParameterNameHintsOptionsMigration)" time=0ms. Total: 0ms
10:58:17.832 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[Factory(VBParameterNameHintsOptionsMigration)]"  value=0ms
10:58:17.832 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: Factory(VBParameterNameHintsOptionsMigration)"  time=0ms
10:58:17.852 |V| ComponentStorage              | JetPool(S) #1:13   | Factory(VBParameterNameHintsOptionsAutoFixExclusionListMigration) created
10:58:17.853 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.Factory(VBParameterNameHintsOptionsAutoFixExclusionListMigration)" time=0ms. Total: 0ms
10:58:17.853 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[Factory(VBParameterNameHintsOptionsAutoFixExclusionListMigration)]"  value=0ms
10:58:17.853 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: Factory(VBParameterNameHintsOptionsAutoFixExclusionListMigration)"  time=0ms
10:58:17.856 |V| ComponentStorage              | JetPool(S) #1:13   | Factory(VBOtherInlayHintsOptionsMigration) created
10:58:17.857 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.Factory(VBOtherInlayHintsOptionsMigration)" time=0ms. Total: 1.0096ms
10:58:17.857 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[Factory(VBOtherInlayHintsOptionsMigration)]"  value=0ms
10:58:17.857 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: Factory(VBOtherInlayHintsOptionsMigration)"  time=0ms
10:58:17.869 |V| ComponentStorage              | JetPool(S) #1:13   | Factory(CSharpParameterNameHintsOptionsMigration) created
10:58:17.869 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.Factory(CSharpParameterNameHintsOptionsMigration)" time=0ms. Total: 0ms
10:58:17.869 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[Factory(CSharpParameterNameHintsOptionsMigration)]"  value=0ms
10:58:17.869 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: Factory(CSharpParameterNameHintsOptionsMigration)"  time=0ms
10:58:17.871 |V| ComponentStorage              | JetPool(S) #1:13   | Factory(CSharpParameterNameHintsOptionsAutoFixExclusionListMigration) created
10:58:17.871 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.Factory(CSharpParameterNameHintsOptionsAutoFixExclusionListMigration)" time=0ms. Total: 0ms
10:58:17.871 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[Factory(CSharpParameterNameHintsOptionsAutoFixExclusionListMigration)]"  value=0ms
10:58:17.871 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: Factory(CSharpParameterNameHintsOptionsAutoFixExclusionListMigration)"  time=0ms
10:58:17.873 |V| ComponentStorage              | JetPool(S) #1:13   | Factory(CSharpOtherInlayHintsOptionsMigration) created
10:58:17.874 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.Factory(CSharpOtherInlayHintsOptionsMigration)" time=0ms. Total: 0ms
10:58:17.874 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[Factory(CSharpOtherInlayHintsOptionsMigration)]"  value=0ms
10:58:17.874 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: Factory(CSharpOtherInlayHintsOptionsMigration)"  time=0ms
10:58:17.879 |V| ComponentStorage              | JetPool(S) #1:13   | Factory(CSharpTypeNameHintsOptionsMigration) created
10:58:17.879 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.Factory(CSharpTypeNameHintsOptionsMigration)" time=0ms. Total: 0ms
10:58:17.879 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[Factory(CSharpTypeNameHintsOptionsMigration)]"  value=0ms
10:58:17.879 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: Factory(CSharpTypeNameHintsOptionsMigration)"  time=0ms
