10:37:45.036 |I| Core                           | RequestBuilder thread:7        | MsBuild process with Id = 9016
10:37:46.312 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.InputSystem.TestFramework.Player.csproj
10:37:46.312 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.InputSystem.TestFramework.Player.csproj' with 1 target frameworks
10:37:46.313 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.729 |I| Build                          | :4                             | Finish build part [1/1] for project 'Unity.InputSystem.TestFramework.Player.csproj': Success
10:37:46.729 |I| Build                          | :4                             | Finish build project 'Unity.InputSystem.TestFramework.Player.csproj': Success
10:37:46.829 |I| Build                          | :17                            | Finish build part [1/1] for project 'Unity.XR.Hands.Player.csproj': Success
10:37:46.829 |I| Build                          | :17                            | Finish build project 'Unity.XR.Hands.Player.csproj': Success
10:37:47.046 |I| Build                          | :13                            | Finish build part [1/1] for project 'UnityEngine.SpatialTracking.csproj': Success
10:37:47.046 |I| Build                          | :13                            | Finish build project 'UnityEngine.SpatialTracking.csproj': Success
10:37:47.267 |I| Build                          | :17                            | Finish build part [1/1] for project 'Unity.XR.CoreUtils.Editor.csproj': Success
10:37:47.267 |I| Build                          | :17                            | Finish build project 'Unity.XR.CoreUtils.Editor.csproj': Success
10:37:47.365 |I| Build                          | :22                            | Finish build part [1/1] for project 'Unity.XR.Interaction.Toolkit.Samples.StarterAssets.Player.csproj': Success
10:37:47.365 |I| Build                          | :22                            | Finish build project 'Unity.XR.Interaction.Toolkit.Samples.StarterAssets.Player.csproj': Success
10:37:47.472 |I| Build                          | :4                             | Finish build part [1/1] for project 'Unity.XR.Management.csproj': Success
10:37:47.472 |I| Build                          | :4                             | Finish build project 'Unity.XR.Management.csproj': Success
10:37:47.580 |I| Build                          | :15                            | Finish build part [1/1] for project 'Unity.XR.Interaction.Toolkit.Editor.csproj': Success
10:37:47.580 |I| Build                          | :15                            | Finish build project 'Unity.XR.Interaction.Toolkit.Editor.csproj': Success
10:37:47.674 |I| Build                          | :15                            | Finish build part [1/1] for project 'Unity.Rider.Editor.csproj': Success
10:37:47.674 |I| Build                          | :15                            | Finish build project 'Unity.Rider.Editor.csproj': Success
10:37:47.784 |I| Build                          | :17                            | Finish build part [1/1] for project 'Unity.XR.CoreUtils.Player.csproj': Success
10:37:47.784 |I| Build                          | :17                            | Finish build project 'Unity.XR.CoreUtils.Player.csproj': Success
10:37:47.878 |I| Build                          | :17                            | Finish build part [1/1] for project 'Unity.XR.CoreUtils.csproj': Success
10:37:47.878 |I| Build                          | :17                            | Finish build project 'Unity.XR.CoreUtils.csproj': Success
10:37:47.962 |I| Build                          | :6                             | Finish build part [1/1] for project 'Unity.XR.Management.Player.csproj': Success
10:37:47.962 |I| Build                          | :6                             | Finish build project 'Unity.XR.Management.Player.csproj': Success
10:37:48.051 |I| Build                          | :14                            | Finish build part [1/1] for project 'Unity.Timeline.csproj': Success
10:37:48.051 |I| Build                          | :14                            | Finish build project 'Unity.Timeline.csproj': Success
10:37:48.155 |I| Build                          | :14                            | Finish build part [1/1] for project 'Unity.TestTools.CodeCoverage.Editor.csproj': Success
10:37:48.155 |I| Build                          | :14                            | Finish build project 'Unity.TestTools.CodeCoverage.Editor.csproj': Success
10:37:48.244 |I| Build                          | :13                            | Finish build part [1/1] for project 'Unity.Timeline.Player.csproj': Success
10:37:48.244 |I| Build                          | :13                            | Finish build project 'Unity.Timeline.Player.csproj': Success
10:37:48.345 |I| Build                          | :14                            | Finish build part [1/1] for project 'JetBrains.Frontend.2021.2.csproj': Success
10:37:48.345 |I| Build                          | :14                            | Finish build project 'JetBrains.Frontend.2021.2.csproj': Success
10:37:48.429 |I| Build                          | :17                            | Finish build part [1/1] for project 'UnityEditor.TestRunner.csproj': Success
10:37:48.429 |I| Build                          | :17                            | Finish build project 'UnityEditor.TestRunner.csproj': Success
10:37:48.538 |I| Build                          | :4                             | Finish build part [1/1] for project 'Unity.VisualScripting.Shared.Editor.csproj': Success
10:37:48.538 |I| Build                          | :4                             | Finish build project 'Unity.VisualScripting.Shared.Editor.csproj': Success
10:37:48.644 |I| Build                          | :4                             | Finish build part [1/1] for project 'Unity.TextMeshPro.csproj': Success
10:37:48.644 |I| Build                          | :4                             | Finish build project 'Unity.TextMeshPro.csproj': Success
10:37:48.732 |I| Build                          | :6                             | Finish build part [1/1] for project 'Unity.TextMeshPro.Player.csproj': Success
10:37:48.733 |I| Build                          | :6                             | Finish build project 'Unity.TextMeshPro.Player.csproj': Success
10:37:48.890 |I| Build                          | :16                            | Finish build part [1/1] for project 'Assembly-CSharp.csproj': Success
10:37:48.890 |I| Build                          | :16                            | Finish build project 'Assembly-CSharp.csproj': Success
10:37:49.005 |I| Build                          | :13                            | Finish build part [1/1] for project 'Assembly-CSharp.Player.csproj': Success
10:37:49.005 |I| Build                          | :13                            | Finish build project 'Assembly-CSharp.Player.csproj': Success
10:37:49.089 |I| Build                          | :13                            | Finish build part [1/1] for project 'Unity.TestTools.CodeCoverage.Editor.OpenCover.Mono.Reflection.csproj': Success
10:37:49.089 |I| Build                          | :13                            | Finish build project 'Unity.TestTools.CodeCoverage.Editor.OpenCover.Mono.Reflection.csproj': Success
10:37:49.189 |I| Build                          | :17                            | Finish build part [1/1] for project 'Unity.VisualScripting.SettingsProvider.Editor.csproj': Success
10:37:49.189 |I| Build                          | :17                            | Finish build project 'Unity.VisualScripting.SettingsProvider.Editor.csproj': Success
10:37:49.288 |I| Build                          | :6                             | Finish build part [1/1] for project 'Unity.TextMeshPro.Editor.csproj': Success
10:37:49.288 |I| Build                          | :6                             | Finish build project 'Unity.TextMeshPro.Editor.csproj': Success
10:37:49.385 |I| Build                          | :17                            | Finish build part [1/1] for project 'Unity.XR.Oculus.csproj': Success
10:37:49.385 |I| Build                          | :17                            | Finish build project 'Unity.XR.Oculus.csproj': Success
10:37:49.473 |I| Build                          | :6                             | Finish build part [1/1] for project 'Unity.XR.Oculus.Player.csproj': Success
10:37:49.473 |I| Build                          | :6                             | Finish build project 'Unity.XR.Oculus.Player.csproj': Success
10:37:49.561 |I| Build                          | :13                            | Finish build part [1/1] for project 'Unity.XR.Hands.Editor.csproj': Success
10:37:49.561 |I| Build                          | :13                            | Finish build project 'Unity.XR.Hands.Editor.csproj': Success
10:37:49.654 |I| Build                          | :13                            | Finish build part [1/1] for project 'Unity.XR.Oculus.Editor.csproj': Success
10:37:49.654 |I| Build                          | :13                            | Finish build project 'Unity.XR.Oculus.Editor.csproj': Success
10:37:49.746 |I| Build                          | :13                            | Finish build part [1/1] for project 'UnityEngine.XR.LegacyInputHelpers.csproj': Success
10:37:49.746 |I| Build                          | :13                            | Finish build project 'UnityEngine.XR.LegacyInputHelpers.csproj': Success
10:37:49.831 |I| Build                          | :27                            | Finish build part [1/1] for project 'UnityEngine.XR.LegacyInputHelpers.Player.csproj': Success
10:37:49.831 |I| Build                          | :27                            | Finish build project 'UnityEngine.XR.LegacyInputHelpers.Player.csproj': Success
10:37:49.926 |I| Build                          | :17                            | Finish build part [1/1] for project 'Unity.VisualScripting.Core.csproj': Success
10:37:49.926 |I| Build                          | :17                            | Finish build project 'Unity.VisualScripting.Core.csproj': Success
10:37:50.016 |I| Build                          | :27                            | Finish build part [1/1] for project 'UnityEditor.XR.LegacyInputHelpers.csproj': Success
10:37:50.016 |I| Build                          | :27                            | Finish build project 'UnityEditor.XR.LegacyInputHelpers.csproj': Success
10:37:50.121 |I| Build                          | :16                            | Finish build part [1/1] for project 'Unity.VisualScripting.State.Editor.csproj': Success
10:37:50.121 |I| Build                          | :16                            | Finish build project 'Unity.VisualScripting.State.Editor.csproj': Success
10:37:50.228 |I| Build                          | :22                            | Finish build part [1/1] for project 'Unity.VisualScripting.Core.Player.csproj': Success
10:37:50.228 |I| Build                          | :22                            | Finish build project 'Unity.VisualScripting.Core.Player.csproj': Success
10:37:50.328 |I| Build                          | :22                            | Finish build part [1/1] for project 'Unity.Mathematics.Editor.csproj': Success
10:37:50.328 |I| Build                          | :22                            | Finish build project 'Unity.Mathematics.Editor.csproj': Success
10:37:50.417 |I| Build                          | :6                             | Finish build part [1/1] for project 'Unity.Timeline.Editor.csproj': Success
10:37:50.417 |I| Build                          | :6                             | Finish build project 'Unity.Timeline.Editor.csproj': Success
10:37:50.511 |I| Build                          | :27                            | Finish build part [1/1] for project 'Unity.VisualScripting.State.csproj': Success
10:37:50.511 |I| Build                          | :27                            | Finish build project 'Unity.VisualScripting.State.csproj': Success
10:37:50.600 |I| Build                          | :27                            | Finish build part [1/1] for project 'Unity.CollabProxy.Editor.csproj': Success
10:37:50.600 |I| Build                          | :27                            | Finish build project 'Unity.CollabProxy.Editor.csproj': Success
10:37:50.687 |I| Build                          | :16                            | Finish build part [1/1] for project 'Unity.VisualScripting.State.Player.csproj': Success
10:37:50.687 |I| Build                          | :16                            | Finish build project 'Unity.VisualScripting.State.Player.csproj': Success
10:37:50.771 |I| Build                          | :26                            | Finish build part [1/1] for project 'Unity.InputSystem.Player.csproj': Success
10:37:50.771 |I| Build                          | :26                            | Finish build project 'Unity.InputSystem.Player.csproj': Success
10:37:50.865 |I| Build                          | :26                            | Finish build part [1/1] for project 'Unity.VisualStudio.Editor.csproj': Success
10:37:50.865 |I| Build                          | :26                            | Finish build project 'Unity.VisualStudio.Editor.csproj': Success
10:37:50.951 |I| Build                          | :30                            | Finish build part [1/1] for project 'UnityEditor.SpatialTracking.csproj': Success
10:37:50.951 |I| Build                          | :30                            | Finish build project 'UnityEditor.SpatialTracking.csproj': Success
10:37:51.059 |I| Build                          | :26                            | Finish build part [1/1] for project 'Unity.InputSystem.csproj': Success
10:37:51.059 |I| Build                          | :26                            | Finish build project 'Unity.InputSystem.csproj': Success
10:37:51.164 |I| Build                          | :29                            | Finish build part [1/1] for project 'Unity.Settings.Editor.csproj': Success
10:37:51.164 |I| Build                          | :29                            | Finish build project 'Unity.Settings.Editor.csproj': Success
10:37:51.267 |I| Build                          | :3                             | Finish build part [1/1] for project 'Unity.VisualScripting.Flow.Editor.csproj': Success
10:37:51.267 |I| Build                          | :3                             | Finish build project 'Unity.VisualScripting.Flow.Editor.csproj': Success
10:37:51.375 |I| Build                          | :13                            | Finish build part [1/1] for project 'Unity.Mathematics.Player.csproj': Success
10:37:51.375 |I| Build                          | :13                            | Finish build project 'Unity.Mathematics.Player.csproj': Success
10:37:51.476 |I| Build                          | :26                            | Finish build part [1/1] for project 'Unity.Mathematics.csproj': Success
10:37:51.476 |I| Build                          | :26                            | Finish build project 'Unity.Mathematics.csproj': Success
10:37:51.562 |I| Build                          | :17                            | Finish build part [1/1] for project 'Unity.EditorCoroutines.Editor.csproj': Success
10:37:51.562 |I| Build                          | :17                            | Finish build project 'Unity.EditorCoroutines.Editor.csproj': Success
10:37:51.665 |I| Build                          | :30                            | Finish build part [1/1] for project 'Unity.VisualScripting.Core.Editor.csproj': Success
10:37:51.665 |I| Build                          | :30                            | Finish build project 'Unity.VisualScripting.Core.Editor.csproj': Success
10:37:51.783 |I| Build                          | :17                            | Finish build part [1/1] for project 'Unity.XR.Interaction.Toolkit.Player.csproj': Success
10:37:51.783 |I| Build                          | :17                            | Finish build project 'Unity.XR.Interaction.Toolkit.Player.csproj': Success
10:37:51.894 |I| Build                          | :6                             | Finish build part [1/1] for project 'Unity.XR.Interaction.Toolkit.csproj': Success
10:37:51.895 |I| Build                          | :6                             | Finish build project 'Unity.XR.Interaction.Toolkit.csproj': Success
10:37:52.003 |I| Build                          | :6                             | Finish build part [1/1] for project 'Unity.TestTools.CodeCoverage.Editor.OpenCover.Model.csproj': Success
10:37:52.003 |I| Build                          | :6                             | Finish build project 'Unity.TestTools.CodeCoverage.Editor.OpenCover.Model.csproj': Success
10:37:52.110 |I| Build                          | :15                            | Finish build part [1/1] for project 'Unity.VisualScripting.Flow.Player.csproj': Success
10:37:52.110 |I| Build                          | :15                            | Finish build project 'Unity.VisualScripting.Flow.Player.csproj': Success
10:37:52.209 |I| Build                          | :31                            | Finish build part [1/1] for project 'Unity.VisualScripting.Flow.csproj': Success
10:37:52.209 |I| Build                          | :31                            | Finish build project 'Unity.VisualScripting.Flow.csproj': Success
10:37:52.329 |I| Build                          | :28                            | Finish build part [1/1] for project 'Unity.PlasticSCM.Editor.csproj': Success
10:37:52.329 |I| Build                          | :28                            | Finish build project 'Unity.PlasticSCM.Editor.csproj': Success
10:37:52.453 |I| Build                          | :15                            | Finish build part [1/1] for project 'UnityEditor.UI.csproj': Success
10:37:52.453 |I| Build                          | :15                            | Finish build project 'UnityEditor.UI.csproj': Success
10:37:52.544 |I| Build                          | :28                            | Finish build part [1/1] for project 'UnityEngine.TestRunner.csproj': Success
10:37:52.544 |I| Build                          | :28                            | Finish build project 'UnityEngine.TestRunner.csproj': Success
10:37:52.629 |I| Build                          | :14                            | Finish build part [1/1] for project 'UnityEngine.TestRunner.Player.csproj': Success
10:37:52.629 |I| Build                          | :14                            | Finish build project 'UnityEngine.TestRunner.Player.csproj': Success
10:37:52.749 |I| Build                          | :31                            | Finish build part [1/1] for project 'Unity.VSCode.Editor.csproj': Success
10:37:52.749 |I| Build                          | :31                            | Finish build project 'Unity.VSCode.Editor.csproj': Success
10:37:52.844 |I| Build                          | :14                            | Finish build part [1/1] for project 'Unity.InputSystem.TestFramework.csproj': Success
10:37:52.844 |I| Build                          | :14                            | Finish build project 'Unity.InputSystem.TestFramework.csproj': Success
10:37:52.924 |I| Build                          | :16                            | Finish build part [1/1] for project 'UnityEngine.UI.Player.csproj': Success
10:37:52.924 |I| Build                          | :16                            | Finish build project 'UnityEngine.UI.Player.csproj': Success
10:37:53.027 |I| Build                          | :28                            | Finish build part [1/1] for project 'UnityEngine.UI.csproj': Success
10:37:53.027 |I| Build                          | :28                            | Finish build project 'UnityEngine.UI.csproj': Success
10:37:53.135 |I| Build                          | :13                            | Finish build part [1/1] for project 'Unity.XR.Management.Editor.csproj': Success
10:37:53.135 |I| Build                          | :13                            | Finish build project 'Unity.XR.Management.Editor.csproj': Success
10:37:53.232 |I| Build                          | :30                            | Finish build part [1/1] for project 'Unity.XR.Hands.csproj': Success
10:37:53.232 |I| Build                          | :30                            | Finish build project 'Unity.XR.Hands.csproj': Success
10:37:53.325 |I| Build                          | :32                            | Finish build part [1/1] for project 'Unity.Performance.Profile-Analyzer.Editor.csproj': Success
10:37:53.325 |I| Build                          | :32                            | Finish build project 'Unity.Performance.Profile-Analyzer.Editor.csproj': Success
10:37:53.427 |I| Build                          | :16                            | Finish build part [1/1] for project 'Unity.XR.Interaction.Toolkit.Samples.StarterAssets.csproj': Success
10:37:53.427 |I| Build                          | :16                            | Finish build project 'Unity.XR.Interaction.Toolkit.Samples.StarterAssets.csproj': Success
10:37:53.532 |I| Build                          | :33                            | Finish build part [1/1] for project 'UnityEngine.SpatialTracking.Player.csproj': Success
10:37:53.533 |I| Build                          | :33                            | Finish build project 'UnityEngine.SpatialTracking.Player.csproj': Success
10:37:53.553 |I| Build                          | :32                            | Build succeeded.
10:37:53.556 |I| ProjectModel                   | RequestBuilder thread:7        | Reloading has finished, statistic: 
	Total: 8.22 sec
	Binding: 0.50 sec
	Evaluation: 2.49 sec
10:57:05.176 |I| Core                           | RequestBuilder thread:7        | Msbuild session 'ProjectModelSessionHost' was terminated
10:57:05.193 |I| Core                           | RequestBuilder thread:7        | Connection lost, kill msbuild
